,Unnamed: 0,Prices,Images,cars,location,model,driven,engine variant,auto\manual,Registered,Color,Assembly,Engine Capacity,Body Type,Features,ratings,img1,img2,img3,img4,img5
10,16,PKR 20.25 lacs,"['https://cache4.pakwheels.com/ad_pictures/1135/suzuki-swift-1-3-dx-2012-113596473.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-swift-1-3-dx-2012-113596470.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-swift-1-3-dx-2012-113596477.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-swift-1-3-dx-2012-113596475.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-swift-1-3-dx-2012-113596469.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-swift-1-3-dx-2012-113596471.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-swift-1-3-dx-2012-113596467.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-swift-1-3-dx-2012-113596468.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-swift-1-3-dx-2012-113596482.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-swift-1-3-dx-2012-113596484.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-swift-1-3-dx-2012-113596479.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-swift-1-3-dx-2012-113596481.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-swift-1-3-dx-2012-113596483.webp']",Suzuki Swift DX 1.3 2012,"['Samanabad,', 'Lahore', 'Punjab', 'Added', 'via']",'2012',"88,000 km",'Petrol','Manual','Punjab','SilkySilver','Local','1300cc','Hatchback','ABS' 'AMFM Radio' 'Air Conditioning' 'Immobilizer Key' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache4.pakwheels.com/ad_pictures/1135/suzuki-swift-1-3-dx-2012-113596473.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-swift-1-3-dx-2012-113596470.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-swift-1-3-dx-2012-113596477.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-swift-1-3-dx-2012-113596475.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-swift-1-3-dx-2012-113596469.webp'
11,17,"PKR 26.7 lacs
Financing starts at PKR 45,629/Month","['https://cache2.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxr-2018-113596632.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxr-2018-113596631.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxr-2018-113596634.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxr-2018-113596637.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxr-2018-113596639.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxr-2018-113596641.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxr-2018-113596643.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxr-2018-113596645.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxr-2018-113596646.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxr-2018-113596647.webp']",Suzuki Cultus VXR 2018,"['Lahore', 'Punjab']",'2018',"49,805 km",'Petrol','Manual','Punjab','White','Local','1000cc','Hatchback','AMFM Radio' 'Air Conditioning' 'CD Player' 'Front Speakers' 'Immobilizer Key' 'Keyless Entry' 'Power Locks' 'Power Steering' 'Power Windows' 'USB and Auxillary Cable',,['https://cache2.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxr-2018-113596632.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxr-2018-113596631.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxr-2018-113596634.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxr-2018-113596637.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxr-2018-113596639.webp'
12,18,PKR 8 lacs,"['https://cache4.pakwheels.com/ad_pictures/1135/hyundai-santro-club-2-2005-113596510.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/hyundai-santro-club-2-2005-113596527.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/hyundai-santro-club-2-2005-113596526.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/hyundai-santro-club-2-2005-113596525.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/hyundai-santro-club-2-2005-113596521.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/hyundai-santro-club-2-2005-113596518.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/hyundai-santro-club-2-2005-113596517.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/hyundai-santro-club-2-2005-113596516.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/hyundai-santro-club-2-2005-113596514.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/hyundai-santro-club-2-2005-113596513.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/hyundai-santro-club-2-2005-113596493.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/hyundai-santro-club-2-2005-113596508.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/hyundai-santro-club-2-2005-113596506.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/hyundai-santro-club-2-2005-113596505.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/hyundai-santro-club-2-2005-113596502.webp']",Hyundai Santro Club 2005,"['Chiniot', 'Punjab']",'2005',"100,000 km",'Petrol','Manual','Sindh','Grey','Local','1000cc','Hatchback','Air Conditioning' 'Cassette Player',,['https://cache4.pakwheels.com/ad_pictures/1135/hyundai-santro-club-2-2005-113596510.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/hyundai-santro-club-2-2005-113596527.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/hyundai-santro-club-2-2005-113596526.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/hyundai-santro-club-2-2005-113596525.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/hyundai-santro-club-2-2005-113596521.webp'
13,19,PKR 26.5 lacs,"['https://cache2.pakwheels.com/ad_pictures/1135/honda-city-i-vtec-2-2014-113596519.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/honda-city-i-vtec-2-2014-113596538.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/honda-city-i-vtec-2-2014-113596541.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/honda-city-i-vtec-2-2014-113596485.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/honda-city-i-vtec-2-2014-113596537.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/honda-city-i-vtec-2-2014-113596542.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/honda-city-i-vtec-2-2014-113596492.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/honda-city-i-vtec-2-2014-113596535.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/honda-city-i-vtec-2-2014-113596539.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/honda-city-i-vtec-2-2014-113596536.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/honda-city-i-vtec-2-2014-113596530.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/honda-city-i-vtec-2-2014-113596522.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/honda-city-i-vtec-2-2014-113596540.webp']",Honda City 1.3 i-VTEC 2014,"['Gulshan-e-Iqbal,', 'Karachi', 'Sindh', 'Added', 'via']",'2014',"67,000 km",'Petrol','Manual','Karachi','ModernSteelMetallic','Local','1300cc','Sedan','ABS' 'AMFM Radio' 'Air Conditioning' 'CD Player' 'DVD Player' 'Immobilizer Key' 'Keyless Entry' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',4.3,['https://cache2.pakwheels.com/ad_pictures/1135/honda-city-i-vtec-2-2014-113596519.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/honda-city-i-vtec-2-2014-113596538.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/honda-city-i-vtec-2-2014-113596541.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/honda-city-i-vtec-2-2014-113596485.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/honda-city-i-vtec-2-2014-113596537.webp'
14,20,PKR 39 lacs,"['https://cache1.pakwheels.com/ad_pictures/1135/daihatsu-mira-l-10-2017-113596573.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/daihatsu-mira-l-10-2017-113596590.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/daihatsu-mira-l-10-2017-113596585.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/daihatsu-mira-l-10-2017-113596582.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/daihatsu-mira-l-10-2017-113596581.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/daihatsu-mira-l-10-2017-113596580.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/daihatsu-mira-l-10-2017-113596579.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/daihatsu-mira-l-10-2017-113596576.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/daihatsu-mira-l-10-2017-113596575.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/daihatsu-mira-l-10-2017-113596574.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/daihatsu-mira-l-10-2017-113596558.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/daihatsu-mira-l-10-2017-113596572.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/daihatsu-mira-l-10-2017-113596570.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/daihatsu-mira-l-10-2017-113596567.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/daihatsu-mira-l-10-2017-113596566.webp']",Daihatsu Mira L 2017,"['Johar', 'Town,', 'Lahore', 'Punjab']",'2017',"110,000 km",'Petrol','Automatic','Punjab','BrightSilverMetallic','Imported','660cc','Hatchback','ABS' 'Air Bags' 'Air Conditioning' 'CD Player' 'Front Speakers' 'Immobilizer Key' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache1.pakwheels.com/ad_pictures/1135/daihatsu-mira-l-10-2017-113596573.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/daihatsu-mira-l-10-2017-113596590.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/daihatsu-mira-l-10-2017-113596585.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/daihatsu-mira-l-10-2017-113596582.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/daihatsu-mira-l-10-2017-113596581.webp'
15,23,PKR 7.15 lacs,"['https://cache4.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2008-113596426.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2008-113596427.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2008-113596428.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2008-113596429.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2008-113596430.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2008-113596431.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2008-113596432.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2008-113596433.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2008-113596434.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2008-113596435.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2008-113596436.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2008-113596437.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2008-113596438.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2008-113596439.webp']",Suzuki Mehran VX 2008,"['Peco', 'Road,', 'Lahore', 'Punjab']",'2008',"800,000 km",'Petrol','Manual','Lahore','SnowWhitePearl','Local','800cc','Hatchback','Front Speakers' 'USB and Auxillary Cable',,['https://cache4.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2008-113596426.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2008-113596427.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2008-113596428.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2008-113596429.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2008-113596430.webp'
16,24,PKR 22 lacs,"['https://cache4.pakwheels.com/ad_pictures/1135/honda-city-i-dsi-vario-2006-113596351.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/honda-city-i-dsi-vario-2006-113596354.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/honda-city-i-dsi-vario-2006-113596349.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/honda-city-i-dsi-vario-2006-113596347.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/honda-city-i-dsi-vario-2006-113596348.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/honda-city-i-dsi-vario-2006-113596353.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/honda-city-i-dsi-vario-2006-113596345.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/honda-city-i-dsi-vario-2006-113596346.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/honda-city-i-dsi-vario-2006-113596350.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/honda-city-i-dsi-vario-2006-113596357.webp']",Honda City i-DSI Vario 2006,"['Lahore', 'Punjab']",'2006',"213,000 km",'Petrol','Automatic','Muzaffar' 'Gargh','TaffetaWhite','Local','1300cc','Sedan','AMFM Radio' 'Air Conditioning' 'Cassette Player' 'Front Speakers' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows' 'Rear Speakers',,['https://cache4.pakwheels.com/ad_pictures/1135/honda-city-i-dsi-vario-2006-113596351.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/honda-city-i-dsi-vario-2006-113596354.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/honda-city-i-dsi-vario-2006-113596349.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/honda-city-i-dsi-vario-2006-113596347.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/honda-city-i-dsi-vario-2006-113596348.webp'
17,25,"PKR 22 lacs
Managed by PakWheels","['https://cache1.pakwheels.com/ad_pictures/1135/suzuki-every-wagon-2018-113594588.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-every-wagon-2018-113594589.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-every-wagon-2018-113594593.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-every-wagon-2018-113594591.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-every-wagon-2018-113594590.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-every-wagon-2018-113594592.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-every-wagon-2018-113594595.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-every-wagon-2018-113594598.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-every-wagon-2018-113594594.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-every-wagon-2018-113594596.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-every-wagon-2018-113594597.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-every-wagon-2018-113594599.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-every-wagon-2018-113594600.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-every-wagon-2018-113594601.webp']",Suzuki Every Wagon JP 2012,"['DHA', 'Defence,', 'Karachi', 'Sindh']",'2012',"124,300 km",'Petrol','Automatic','Karachi','SilkySilverMetallic','Imported','660cc','MicroVan','ABS' 'AMFM Radio' 'Air Conditioning' 'CD Player' 'Climate Control' 'Front Speakers' 'Immobilizer Key' 'Keyless Entry' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows' 'USB and Auxillary Cable',,['https://cache1.pakwheels.com/ad_pictures/1135/suzuki-every-wagon-2018-113594588.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-every-wagon-2018-113594589.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-every-wagon-2018-113594593.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-every-wagon-2018-113594591.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-every-wagon-2018-113594590.webp'
18,34,PKR 23.75 lacs,"['https://cache4.pakwheels.com/ad_pictures/1135/toyota-corolla-gli-vvti-2010-113596847.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/toyota-corolla-gli-vvti-2010-113596897.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/toyota-corolla-gli-vvti-2010-113596838.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-corolla-gli-vvti-2010-113596888.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/toyota-corolla-gli-vvti-2010-113596891.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-corolla-gli-vvti-2010-113596892.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/toyota-corolla-gli-vvti-2010-113596885.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/toyota-corolla-gli-vvti-2010-113596890.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/toyota-corolla-gli-vvti-2010-113596873.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/toyota-corolla-gli-vvti-2010-113596871.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/toyota-corolla-gli-vvti-2010-113596808.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/toyota-corolla-gli-vvti-2010-113596893.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/toyota-corolla-gli-vvti-2010-113596886.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-corolla-gli-vvti-2010-113596860.webp']",Toyota Corolla GLi 1.3 VVTi 2010,"['Samanabad,', 'Lahore', 'Punjab', 'Added', 'via']",'2010',"140,000 km",'Petrol','Manual','Lahore','GunMetallic','Local','1300cc','Sedan','ABS' 'AMFM Radio' 'Air Conditioning' 'Alloy Rims' 'CD Player' 'Immobilizer Key' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache4.pakwheels.com/ad_pictures/1135/toyota-corolla-gli-vvti-2010-113596847.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/toyota-corolla-gli-vvti-2010-113596897.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/toyota-corolla-gli-vvti-2010-113596838.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-corolla-gli-vvti-2010-113596888.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/toyota-corolla-gli-vvti-2010-113596891.webp'
19,35,PKR 7.45 lacs,"['https://cache2.pakwheels.com/ad_pictures/1135/daihatsu-cuore-coure-cx-2007-113596974.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/daihatsu-cuore-coure-cx-2007-113596983.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/daihatsu-cuore-coure-cx-2007-113596982.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/daihatsu-cuore-coure-cx-2007-113596981.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/daihatsu-cuore-coure-cx-2007-113596980.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/daihatsu-cuore-coure-cx-2007-113596979.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/daihatsu-cuore-coure-cx-2007-113596978.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/daihatsu-cuore-coure-cx-2007-113596977.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/daihatsu-cuore-coure-cx-2007-113596976.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/daihatsu-cuore-coure-cx-2007-113596975.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/daihatsu-cuore-coure-cx-2007-113596964.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/daihatsu-cuore-coure-cx-2007-113596973.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/daihatsu-cuore-coure-cx-2007-113596972.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/daihatsu-cuore-coure-cx-2007-113596971.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/daihatsu-cuore-coure-cx-2007-113596970.webp']",Daihatsu Cuore CX Eco 2007,"['Karachi', 'Sindh']",'2007',"8,000 km",'Petrol','Manual','Karachi','Blue','Local','800cc','Hatchback','AMFM Radio' 'Air Conditioning',,['https://cache2.pakwheels.com/ad_pictures/1135/daihatsu-cuore-coure-cx-2007-113596974.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/daihatsu-cuore-coure-cx-2007-113596983.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/daihatsu-cuore-coure-cx-2007-113596982.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/daihatsu-cuore-coure-cx-2007-113596981.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/daihatsu-cuore-coure-cx-2007-113596980.webp'
20,36,PKR 10.25 lacs,"['https://cache4.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxri-cng-2009-113596534.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxri-cng-2009-113596545.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxri-cng-2009-113596546.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxri-cng-2009-113596533.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxri-cng-2009-113596524.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxri-cng-2009-113596498.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxri-cng-2009-113596544.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxri-cng-2009-113596532.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxri-cng-2009-113596547.webp']",Suzuki Cultus VXRi (CNG) 2009,"['Bahadurabad,', 'Karachi', 'Sindh', 'Added', 'via']",'2009',"93,000 km",'Petrol','Manual','Sindh','Blue','Local','1000cc','Hatchback','AMFM Radio' 'Air Conditioning' 'Power Locks',,['https://cache4.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxri-cng-2009-113596534.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxri-cng-2009-113596545.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxri-cng-2009-113596546.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxri-cng-2009-113596533.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-cultus-vxri-cng-2009-113596524.webp'
21,37,"PKR 63 lacs
Managed by PakWheels","['https://cache3.pakwheels.com/ad_pictures/1082/toyota-prius-s-1-8-2015-108242640.webp', 'https://cache4.pakwheels.com/ad_pictures/1082/toyota-prius-s-1-8-2015-108242643.webp', 'https://cache3.pakwheels.com/ad_pictures/1082/toyota-prius-s-1-8-2015-108242654.webp', 'https://cache1.pakwheels.com/ad_pictures/1082/toyota-prius-s-1-8-2015-108242647.webp', 'https://cache3.pakwheels.com/ad_pictures/1082/toyota-prius-s-1-8-2015-108242651.webp', 'https://cache1.pakwheels.com/ad_pictures/1082/toyota-prius-s-1-8-2015-108242650.webp', 'https://cache3.pakwheels.com/ad_pictures/1082/toyota-prius-s-1-8-2015-108242682.webp', 'https://cache4.pakwheels.com/ad_pictures/1082/toyota-prius-s-1-8-2015-108242664.webp', 'https://cache1.pakwheels.com/ad_pictures/1082/toyota-prius-s-1-8-2015-108242655.webp', 'https://cache2.pakwheels.com/ad_pictures/1082/toyota-prius-s-1-8-2015-108242667.webp', 'https://cache1.pakwheels.com/ad_pictures/1082/toyota-prius-s-1-8-2015-108242678.webp', 'https://cache2.pakwheels.com/ad_pictures/1082/toyota-prius-s-1-8-2015-108242686.webp', 'https://cache2.pakwheels.com/ad_pictures/1082/toyota-prius-s-1-8-2015-108242693.webp', 'https://cache2.pakwheels.com/ad_pictures/1082/toyota-prius-s-1-8-2015-108242697.webp']",Toyota Prius S 2016,"['Model', 'Town,', 'Lahore', 'Punjab']",'2016',"162,959 km",'Hybrid','Automatic','Lahore','AttitudeBlackMica','Local','1800cc','Sedan','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Alloy Rims' 'Climate Control' 'Cruise Control' 'Front Speakers' 'Immobilizer Key' 'Keyless Entry' 'Navigation System' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache3.pakwheels.com/ad_pictures/1082/toyota-prius-s-1-8-2015-108242640.webp', 'https://cache4.pakwheels.com/ad_pictures/1082/toyota-prius-s-1-8-2015-108242643.webp', 'https://cache3.pakwheels.com/ad_pictures/1082/toyota-prius-s-1-8-2015-108242654.webp', 'https://cache1.pakwheels.com/ad_pictures/1082/toyota-prius-s-1-8-2015-108242647.webp', 'https://cache3.pakwheels.com/ad_pictures/1082/toyota-prius-s-1-8-2015-108242651.webp'
